Timestamp,Data
12:53:48.277,0.0351
12:53:48.293,0.0350
12:53:48.309,0.0353
12:53:48.325,0.0348
12:53:48.341,0.0322
12:53:48.361,0.0322
12:53:48.373,0.0322
12:53:48.389,0.0322
12:53:48.405,0.0322
12:53:48.421,0.0322
12:53:48.437,0.0322
12:53:48.453,0.0322
12:53:48.469,0.0322
12:53:48.485,0.0354
12:53:48.501,0.0354
12:53:48.517,0.0354
12:53:48.533,0.0354
12:53:48.549,0.0362
12:53:48.565,0.0362
12:53:48.581,0.0354
12:53:48.601,0.0354
12:53:48.613,0.0364
12:53:48.629,0.0362
12:53:48.645,0.0354
12:53:48.661,0.0350
12:53:48.677,0.0350
12:53:48.693,0.0322
12:53:48.715,0.0322
12:53:48.725,0.0322
12:53:48.741,0.0322
12:53:48.757,0.0322
12:53:48.773,0.0322
12:53:48.789,0.0322
12:53:48.805,0.0346
12:53:48.827,0.0322
12:53:48.837,0.0346
12:53:48.853,0.0322
12:53:48.869,0.0322
12:53:48.885,0.0346
12:53:48.901,0.0354
12:53:48.917,0.0354
12:53:48.944,0.0354
12:53:48.949,0.0354
12:53:48.965,0.0354
12:53:48.981,0.0354
12:53:48.997,0.0354
12:53:49.013,0.0322
12:53:49.029,0.0354
12:53:49.045,0.0354
12:53:49.061,0.0351
12:53:49.077,0.0322
12:53:49.093,0.0322
12:53:49.109,0.0322
12:53:49.125,0.0322
12:53:49.141,0.0322
12:53:49.157,0.0322
12:53:49.173,0.0322
12:53:49.189,0.0322
12:53:49.205,0.0322
12:53:49.221,0.0322
12:53:49.237,0.0322
12:53:49.253,0.0322
12:53:49.269,0.0322
12:53:49.286,0.0354
12:53:49.301,0.0346
12:53:49.317,0.0354
12:53:49.333,0.0354
12:53:49.349,0.0354
12:53:49.365,0.0352
12:53:49.381,0.0354
12:53:49.401,0.0364
12:53:49.413,0.0370
12:53:49.429,0.0353
12:53:49.445,0.0354
12:53:49.461,0.0346
12:53:49.477,0.0322
12:53:49.493,0.0322
12:53:49.516,0.0322
12:53:49.525,0.0322
12:53:49.541,0.0322
12:53:49.557,0.0322
12:53:49.573,0.0322
12:53:49.589,0.0322
12:53:49.605,0.0322
12:53:49.629,0.0322
12:53:49.637,0.0322
12:53:49.653,0.0322
12:53:49.669,0.0322
12:53:49.685,0.0322
12:53:49.701,0.0354
12:53:49.717,0.0354
12:53:49.744,0.0353
12:53:49.749,0.0354
12:53:49.765,0.0354
12:53:49.781,0.0354
12:53:49.797,0.0354
12:53:49.813,0.0352
12:53:49.829,0.0348
12:53:49.845,0.0352
12:53:49.861,0.0322
12:53:49.877,0.0322
12:53:49.893,0.0322
12:53:49.909,0.0322
12:53:49.925,0.0322
12:53:49.941,0.0322
12:53:49.957,0.0322
12:53:49.974,0.0322
12:53:49.989,0.0322
12:53:50.005,0.0349
12:53:50.021,0.0322
12:53:50.037,0.0322
12:53:50.053,0.0351
12:53:50.069,0.0354
12:53:50.090,0.0354
12:53:50.101,0.0354
12:53:50.117,0.0354
12:53:50.133,0.0354
12:53:50.149,0.0354
12:53:50.165,0.0354
12:53:50.181,0.0354
12:53:50.205,0.0354
12:53:50.213,0.0362
12:53:50.229,0.0354
12:53:50.245,0.0354
12:53:50.261,0.0322
12:53:50.277,0.0322
12:53:50.293,0.0350
12:53:50.321,0.0322
12:53:50.325,0.0322
12:53:50.341,0.0322
12:53:50.357,0.0322
12:53:50.373,0.0322
12:53:50.389,0.0322
12:53:50.405,0.0322
12:53:50.421,0.0322
12:53:50.437,0.0322
12:53:50.453,0.0322
12:53:50.469,0.0322
12:53:50.485,0.0386
12:53:50.501,0.0427
12:53:50.517,0.0436
12:53:50.533,0.0411
12:53:50.551,0.0386
12:53:50.565,0.0386
12:53:50.581,0.0416
12:53:50.597,0.0419
12:53:50.613,0.0386
12:53:50.629,0.0386
12:53:50.645,0.0370
12:53:50.663,0.0322
12:53:50.677,0.0257
12:53:50.693,0.0257
12:53:50.709,0.0257
12:53:50.725,0.0233
12:53:50.741,0.0245
12:53:50.757,0.0257
12:53:50.780,0.0314
12:53:50.789,0.0322
12:53:50.805,0.0322
12:53:50.821,0.0322
12:53:50.837,0.0322
12:53:50.853,0.0370
12:53:50.869,0.0515
12:53:50.896,0.0354
12:53:50.901,0.0354
12:53:50.917,0.0354
12:53:50.933,0.0362
12:53:50.949,0.0354
12:53:50.965,0.0362
12:53:50.981,0.0370
12:53:50.997,0.0362
12:53:51.013,0.0362
12:53:51.029,0.0362
12:53:51.045,0.0322
12:53:51.061,0.0354
12:53:51.077,0.0347
12:53:51.093,0.0351
12:53:51.109,0.0322
12:53:51.125,0.0322
12:53:51.141,0.0322
12:53:51.157,0.0322
12:53:51.173,0.0322
12:53:51.189,0.0321
12:53:51.205,0.0321
12:53:51.221,0.0322
12:53:51.239,0.0257
12:53:51.253,0.0322
12:53:51.269,0.0322
12:53:51.285,0.0322
12:53:51.301,0.0353
12:53:51.317,0.0354
12:53:51.333,0.0322
12:53:51.352,0.0346
12:53:51.365,0.0345
12:53:51.381,0.0354
12:53:51.397,0.0354
12:53:51.413,0.0350
12:53:51.429,0.0346
12:53:51.445,0.0354
12:53:51.467,0.0354
12:53:51.477,0.0352
12:53:51.493,0.0346
12:53:51.509,0.0354
12:53:51.525,0.0346
12:53:51.541,0.0322
12:53:51.557,0.0322
12:53:51.584,0.0348
12:53:51.589,0.0354
12:53:51.605,0.0354
12:53:51.621,0.0322
12:53:51.637,0.0322
12:53:51.653,0.0354
12:53:51.669,0.0354
12:53:51.685,0.0354
12:53:51.701,0.0354
12:53:51.717,0.0362
12:53:51.733,0.0354
12:53:51.749,0.0354
12:53:51.765,0.0362
12:53:51.781,0.0362
12:53:51.797,0.0354
12:53:51.816,0.0370
12:53:51.829,0.0368
12:53:51.845,0.0354
12:53:51.861,0.0348
12:53:51.877,0.0362
12:53:51.893,0.0354
12:53:51.909,0.0354
12:53:51.931,0.0322
12:53:51.941,0.0354
12:53:51.957,0.0354
12:53:51.973,0.0354
12:53:51.989,0.0354
12:53:52.005,0.0354
12:53:52.021,0.0354
12:53:52.046,0.0354
12:53:52.053,0.0354
12:53:52.069,0.0322
12:53:52.085,0.0354
12:53:52.101,0.0354
12:53:52.117,0.0322
12:53:52.133,0.0322
12:53:52.166,0.0354
12:53:52.170,0.0354
12:53:52.181,0.0354
12:53:52.197,0.0322
12:53:52.213,0.0354
12:53:52.229,0.0362
12:53:52.245,0.0354
12:53:52.261,0.0354
12:53:52.283,0.0354
12:53:52.293,0.0322
12:53:52.309,0.0257
12:53:52.325,0.0257
12:53:52.341,0.0257
12:53:52.357,0.0322
12:53:52.373,0.0322
12:53:52.399,0.0322
12:53:52.405,0.0322
12:53:52.421,0.0322
12:53:52.437,0.0378
12:53:52.453,0.0376
12:53:52.469,0.0386
12:53:52.485,0.0386
12:53:52.511,0.0385
12:53:52.517,0.0386
12:53:52.533,0.0386
12:53:52.549,0.0386
12:53:52.565,0.0386
12:53:52.581,0.0386
12:53:52.597,0.0386
12:53:52.613,0.0386
12:53:52.629,0.0370
12:53:52.645,0.0362
12:53:52.661,0.0354
12:53:52.677,0.0322
12:53:52.693,0.0322
12:53:52.709,0.0319
12:53:52.725,0.0257
12:53:52.744,0.0257
12:53:52.757,0.0322
12:53:52.773,0.0322
12:53:52.789,0.0322
12:53:52.805,0.0354
12:53:52.821,0.0351
12:53:52.837,0.0354
12:53:52.859,0.0386
12:53:52.869,0.0386
12:53:52.885,0.0386
12:53:52.901,0.0386
12:53:52.917,0.0386
12:53:52.933,0.0386
12:53:52.949,0.0386
12:53:52.974,0.0417
12:53:52.981,0.0386
12:53:52.997,0.0386
12:53:53.013,0.0385
12:53:53.029,0.0386
12:53:53.045,0.0386
12:53:53.061,0.0386
12:53:53.087,0.0385
12:53:53.093,0.0386
12:53:53.109,0.0386
